question,label
팥과 크림이 꽉찬 크리미 단팥 먹고싶다,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
리코타 앤 상큼 과일 샐러드 먹고싶다,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 감귤 패션 프룻 주스 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
핫 앤 스파이시 멕시칸 오리지널 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
핫 앤 스파이시 멕시칸 골드링 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
핫 앤 스파이시 멕시칸 치즈롤 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
핫 앤 스파이시 멕시칸 씬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
스파이시 치킨 랜치 골드링 씬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
핫 치킨 바베큐 골드링 씬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
치킨 수퍼 파파스 골드링 씬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
갈릭 페퍼 스테이크 골드링 씬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
모짜렐라 인 더 버거 베이컨 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
모짜렐라 인 더 버거 더블 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
모짜렐라 인 더 버거 해쉬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 초코파이 마시멜로 앤 초콜릿 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 단호박 라떼 위드 샷 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
패션 탱고 티 레모네이드 피지오 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 제주 노랑 고구마 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
에그 베이컨 치즈 백년초 베이글 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 녹차 베이컨 치즈 베이글 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 흑돼지 초리조 먹물 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
로고 코인 다크 초콜릿 골드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
로고 코인 밀크 초콜릿 실버 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
자바 칩 유기농 바닐라 아이스크림 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
자바 칩 유기농 초콜릿 아이스크림 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
퓨어 더블 초코렛 아이스 블렌디드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 맑은 유자 플럼 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 맑은 배 도라지 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
단백질 듬뿍 로스트 치킨 샐러드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
그릴 더 쏘앤윙 소세지 윙 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
블랙 포레스트햄 앤 에그 치즈 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
팥과 크림이 꽉찬 크리미 단팥 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
리코타 앤 상큼 과일 샐러드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 민트 초콜릿 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
쿠키 앤 크림 샌디 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
피넛 버터 초코 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
피넛 버터 카페 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
피넛 버터 초코 프라페 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
피넛 버터 카페 프라페 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
순수 딸기 바나나 우유 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
순수 망고 바나나 우유 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 상그리아 유자 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
순수 딸기 바나나 요거트 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
순수 망고 바나나 요거트 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
슈 앤 딸기 스무디 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
슈 앤 망고 스무디 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
플레인 밀크 아이스크림 콘 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
플레인 밀크 아이스크림 컵 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
딸기 초코 생크림 오믈렛 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
생크림 딸기 망고 와플 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
딸기앤초코 메리 스노우 빙수 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
딸기앤피스타치오 메리 스노우 빙수 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
트리플 초코 스노우 빙수 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
트리플 치즈 스노우 빙수 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
더블 그린티 스노우 빙수 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
콜드브루 바닐라 젤라또 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
라즈베리 골드 아이스 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
리치 레드 아이스 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
초콜릿 쿠키 젤라또 프라페노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
자허 토르테 휘핑크림 포함 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
베리 까망베르 치즈 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
어니언 햄 모짜렐라 파니니 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
블랙 티 잉글리쉬 블랙퍼스트 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
허브 티 쟈스민 플라워 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
허브 티 베이비 그린티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
허니 바나나 그릭 요거트 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
칠리 소시지 바게트 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
할라피뇨 스테이크 바게트 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
스트로베리 초콜릿 생크림 파티팩 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
프렌지 허니 크레이프 파티팩 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
딸기 레어 치즈 파티팩 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 선셋 감귤 크러쉬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
머스캣 민트 티 토닉 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
패션 망고 티 펀치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
하동 말차 펌 크림티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
흑당 펄 밀크 그라니따 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
흑당 펄 콜드브루 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
퍼스트 브레이크 잉글리시 브렉퍼스트 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
오렌지 보스 루이보스 오렌지 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
프루티 하동 머스캣 그린티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
클래식 햄 로제 리소토 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
화이트 트러플 오일 크로크무슈 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
치킨 살사 랩 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
애플 시나몬 허니 브레드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
크런치 아몬드 초콜릿 브라운 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
크런치 아몬드 초콜릿 다크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
카라멜 앤 치즈 팝콘 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
피오르 디 라떼 젤라또 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
스파이시 치킨 랜치 오리지널 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
스파이시 치킨 랜치 골드링 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
스파이시 치킨 랜치 치즈롤 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
스파이시 치킨 랜치 씬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
핫 치킨 바베큐 오리지널 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
핫 치킨 바베큐 골드링 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
핫 치킨 바베큐 치즈롤 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
핫 치킨 바베큐 씬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
비프 앤 에그 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
오레오 쿠키 앤 밀크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
오레오 쿠키 앤 카라멜 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
오레오 쿠키 앤 크림치즈 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
리얼 망고 요거티 크러쉬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
망고 쥬얼리 자몽 크러쉬 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
실크 리얼 망고 빙수 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
브라운슈가 치즈폼 쿠키 밀크티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
브라운 슈가 치즈폼 스무디 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
브라운 슈가 쥬얼리 밀크티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
커피 밀크티 크러쉬 펄 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
커피 밀크티 크러쉬 밀크폼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
바닐라 크림 콜드 브루 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
콜드 폼 콜드 브루 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
단호박 라떼 위드 샷 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 블랙 글레이즈드 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 라벤더 카페 브레베 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 스타벅스 돌체 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 화이트 초콜릿 모카 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
바닐라 스타벅스 더블 샷 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 블론드 리스트레토 마키아또 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
카라멜 스타벅스 더블 샷 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
커피 스타벅스 더블 샷 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
헤이즐넛 스타벅스 더블 샷 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
이천 햅쌀 커피 프라푸치노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
화이트 초콜릿 모카 프라푸치노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
그린 티 크림 프라푸치노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
이천 햅쌀 크림 프라푸치노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 까망 크림 프라푸치노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 말차샷 크림 프라푸치노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 쑥떡 크림 프라푸치노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
초콜릿 크림 칩 프라푸치노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
화이트 딸기 크림 프라푸치노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
망고 패션 후르츠 블렌디드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
매직 팝 스플래쉬 피지오 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
블랙 티 레모네이드 피지오 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 제주 유자 탱고티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 유자 탱고 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
그랜마 애플 블랙 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 그랜마 애플 블랙티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 라임 패션 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 민트 블렌드 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 얼 그레이 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 잉글리쉬 브렉퍼스트 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 제주 유기 녹차 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 캐모마일 블렌드 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 히비스커스 블렌드 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
자몽 허니 블랙 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
썸머 시트러스 소르베 그린티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
썸머 시트러스 아이스 그린티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 자몽 허니 블랙티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
토마토 라임 그린 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 그린 티 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 제주 말차샷 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 차이 티 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 노랑 고구마 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
부산 레드 온더 비치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 와일드 베리 플로터 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아이스 제주 까망 라떼 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
매콤 소시지 불고기 베이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
다크 초콜릿 칩 머핀 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
월넛 크림 치즈 베이글 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
올리브 베이컨 플랫 브레드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
리코타 멜팅 치즈 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
블랙 쿠키 치즈 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
블루베리 쿠키 치즈 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 감귤 치즈 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
진한 녹차 생크림 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
진한 얼그레이 생크림 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 녹차 티라미수 아일랜드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
촉촉 초콜릿 생크림 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
세븐 레이어 가나슈 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
청담스타 얼그레이 밀크 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
청담스타 오 허니 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
크레이프 에멘탈 치즈 케이크 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
치킨 커틀렛 아보카도 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
콥 앤 요거트 샐러드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
머쉬룸 치즈 클럽 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
멕시칸 브리또 밀 박스 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
바비큐 치킨 치즈 치아바타 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
바질 펜네 밀 박스 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
베이컨 치즈 치아바타 모닝박스 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
어니언 베이컨 체다치즈 파니니 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
에그 베이컨 치즈 베이글 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
잉글리쉬 머핀 밀 박스 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 당근 크림치즈 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
크랜베리 치킨 치즈 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
탄두리 치킨 토마토 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
터키 멜팅 치즈 샌드위치 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
초콜릿 월넛 돔 쿠키 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
로스티드 아몬드 앤 초콜릿 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
제주 오름 초콜릿 세트 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
구워서 바삭한 코코넛 칩 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
다크 초콜릿 카우보이 쿠키 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
버터 가득 라이스 쿠키 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
버터 라이스 쿠키 틴백 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
화이트 초콜릿 카우보이 쿠키 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
자바 칩 바닐라 아포가토 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
자바 칩 초콜릿 아포가토 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
아포가토 콜드브루 바닐라 모카 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
민트 초코렛 칩 플랫치노 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
이디야키즈 유기농 곡물바 딸기 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
레몬 유자 캐모마일 티 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
화이트 포레스트 아이스 블렌디드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
블랙 포레스트 아이스 블렌디드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
망고 바나나 아이스 블렌디드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
유자 캐모마일 아이스 블렌디드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
후레쉬 망고 아이스 블렌디드 찾아줘,B-FOODNAME I-FOODNAME I-FOODNAME E-FOODNAME O
